@RELATION us_county_election_2020_svm

@ATTRIBUTE votes_gop     NUMERIC
@ATTRIBUTE votes_dem     NUMERIC
@ATTRIBUTE total_votes   NUMERIC
@ATTRIBUTE winner        {GOP, DEM}

@DATA
1916,280,2226,GOP
1605,328,1973,GOP
747,177,933,GOP
1327,136,1487,GOP
4165,783,5014,GOP
3875,919,4857,GOP
6392,1646,8221,GOP
2026,319,2385,GOP
3441,738,4251,GOP
12834,4040,17249,GOP
5521,854,6465,GOP
2673,699,3427,GOP
3437,762,4249,GOP
15213,3299,18805,GOP
12013,2609,14888,GOP
15608,5455,21574,GOP
3305,711,4076,GOP
15295,3582,19236,GOP
9485,1858,11467,GOP
6172,2031,8335,GOP
3084,320,3467,GOP
4891,1100,6064,GOP
12749,3581,16626,GOP
4612,1156,5894,GOP
16526,8027,25081,GOP
3821,1003,4938,GOP
3610,712,4391,GOP
3058,896,4038,GOP
145050,141724,294740,GOP
9668,4357,14313,GOP
14121,6002,20538,GOP
8545,2686,11438,GOP
5267,1363,6786,GOP
17813,10904,29643,GOP
13851,3768,17924,GOP
10805,4117,15320,GOP
20240,7275,28185,GOP
4016,668,4739,GOP
1629,168,1834,GOP
34031,9589,44553,GOP
6011,2150,8337,GOP
12113,3035,15386,GOP
15560,3154,19057,GOP
4505,894,5521,GOP
2076,597,2708,GOP
150574,108996,266678,GOP
26165,8464,35338,GOP
17076,5790,23501,GOP
4086,598,4777,GOP
2993,591,3678,GOP
6611,1005,7785,GOP
7352,2346,9932,GOP
14878,35827,52799,DEM
110509,139043,257679,DEM
10218,12916,23910,DEM
17150,13835,32221,GOP
21829,14243,37075,GOP
11287,3801,15448,GOP
8484,6058,14925,GOP
55646,65962,125234,DEM
43298,19160,64349,GOP
834,324,1178,GOP
3545,929,4596,GOP
3475,894,4481,GOP
3955,8764,13090,DEM
63869,59478,127165,GOP
7189,4393,11913,GOP
31751,18451,51641,GOP
25308,10388,36726,GOP
3470,792,4363,GOP
80336,134366,222253,DEM
12460,17385,30726,DEM
43486,26512,72640,GOP
8187,3260,11804,GOP
79002,80872,165534,DEM
3586,1371,5118,GOP
82995,367249,463659,DEM
23732,22917,48291,GOP
921,260,1208,GOP
8354,8066,16888,GOP
21270,10707,33038,GOP
10298,4254,14944,GOP
3404,1625,5149,GOP
7035,6604,14130,GOP
99073,209940,320326,DEM
711,217,965,GOP
29551,27174,58923,GOP
37523,18207,56714,GOP
282913,430759,724800,DEM
27489,8457,36370,GOP
54759,38122,94122,GOP
23025,4367,27574,GOP
109736,92895,205540,GOP
45306,17636,63595,GOP
21600,8046,30159,GOP
187367,204712,396234,DEM
74359,37508,113305,GOP
48085,21730,70574,GOP
1771,634,2434,GOP
21984,11212,33629,GOP
36372,40055,77493,DEM
128565,182372,315753,DEM
14578,4678,19493,GOP
29203,9673,39496,GOP
11902,5502,17625,GOP
20098,10532,31171,GOP
28559,12924,42004,GOP
77212,62245,141595,GOP
66408,78983,147368,DEM
118532,206423,329006,DEM
12140,4522,16906,GOP
66869,68286,137083,DEM
41227,20444,62139,GOP
1882,728,2646,GOP
57245,22422,80783,GOP
6824,1085,7977,GOP
12579,4911,17669,GOP
17061,5445,22792,GOP
28089,12634,41198,GOP
17960,4527,22824,GOP
9649,2253,12043,GOP
52334,61991,115410,DEM
160209,115847,281375,GOP
29597,15978,46076,GOP
46731,23932,71858,GOP
84259,98288,184713,DEM
86929,64873,153321,GOP
41462,16971,59254,GOP
14083,5098,19466,GOP
36143,21067,57954,GOP
16670,4603,21502,GOP
38726,44060,83829,DEM
185460,319511,510157,DEM
5844,3771,9817,GOP
83854,85087,171399,DEM
28952,12677,42283,GOP
18293,5950,24652,GOP
132740,603790,741377,DEM
19213,13019,32554,GOP
7239,1726,9064,GOP
48871,20727,70603,GOP
13983,4910,19140,GOP
31466,8654,40543,GOP
2619,921,3595,GOP
15207,6236,21752,GOP
15742,4955,21075,GOP
12356,7475,20115,GOP
18569,7585,26528,GOP
14237,6066,20650,GOP
72080,45088,118478,GOP
18637,9191,28089,GOP
130218,72129,205183,GOP
9936,4704,14858,GOP
146733,88114,238471,GOP
9745,18050,28415,DEM
42001,49113,93093,DEM
15722,29486,46148,DEM
102551,165012,272667,DEM
29818,44549,76060,DEM
8215,4101,12433,GOP
51589,32275,85185,GOP
835,2718,3593,DEM
67565,27169,96093,GOP
2417,4010,6482,DEM
5492,4720,10321,GOP
53194,43419,97835,GOP
57397,45223,104458,GOP
4305,3905,8291,GOP
93297,121485,218857,DEM
18043,6983,25270,GOP
8660,6941,15757,GOP
11297,7431,18876,GOP
8361,8250,16733,GOP
10440,8602,19283,GOP
16832,15220,32417,GOP
6582,6436,13101,GOP
41913,33824,77278,GOP
8184,4953,13304,GOP
4625,7382,12136,DEM
32615,31153,64510,GOP
20487,15822,36668,GOP
150021,103030,258155,GOP
19431,12145,32006,GOP
3906,5323,9305,DEM
118821,59180,179744,GOP
7078,7185,14394,DEM
20471,12699,33629,GOP
30312,18937,49868,GOP
20004,10159,30488,GOP
3008,5329,8431,DEM
92817,49301,144568,GOP
2958,2687,5697,GOP
5711,8872,14704,DEM
5044,6290,11446,DEM
11443,6958,18631,GOP
29698,10414,40668,GOP
13603,27295,41205,DEM
42907,13645,57546,GOP
58313,132570,193822,DEM
6210,2963,9274,GOP
93560,52926,148655,GOP
21000,27379,48920,DEM
8183,4935,13257,GOP
5532,10289,15985,DEM
82727,59008,144050,GOP
1052,317,1405,GOP
4808,2107,7081,GOP
694,466,1183,GOP
2235,721,3001,GOP
8000,6110,14567,GOP
10580,6538,17547,GOP
1750,673,2490,GOP
183,352,549,DEM
3731,939,4802,GOP
747,117,873,GOP
2552,1177,3783,GOP
1373,437,1850,GOP
2456,3083,5698,DEM
8958,3837,13161,GOP
647,622,1283,GOP
3852,1522,5494,GOP
5613,2648,8454,GOP
1869,1052,2964,GOP
1699,609,2350,GOP
790,1131,1966,DEM
1468,216,1707,GOP
1538,417,1985,GOP
2878,1053,4042,GOP
964,198,1182,GOP
2618,1056,3745,GOP
1771,455,2258,GOP
1026,105,1137,GOP
2372,647,3083,GOP
1433,373,1836,GOP
1793,557,2388,GOP
748,49,813,GOP
5522,2953,8723,GOP
2944,762,3767,GOP
564,136,710,GOP
738,359,1115,GOP
721,270,1006,GOP
498,90,599,GOP
1904,819,2779,GOP
3681,2068,5873,GOP
8753,4537,13828,GOP
19617,11981,32396,GOP
1042,525,1597,GOP
2068,769,2900,GOP
1075,222,1324,GOP
1287,858,2178,GOP
9875,3285,13670,GOP
449,298,769,GOP
787,320,1138,GOP
49249,40482,92326,GOP
1951,1179,3206,GOP
297,2829,3200,DEM
35063,20606,57518,GOP
1401,239,1669,GOP
1139,227,1380,GOP
2404,1828,4307,GOP
905,257,1185,GOP
2104,998,3163,GOP
1203,421,1652,GOP
726,185,930,GOP
532,1963,2539,DEM
2161,495,2696,GOP
3290,1139,4548,GOP
5944,2725,8855,GOP
1966,565,2580,GOP
6581,4016,10900,GOP
404,481,906,DEM
23184,11741,35570,GOP
14354,4453,19088,GOP
5668,1529,7260,GOP
4725,971,5758,GOP
47369,17932,66609,GOP
35204,9851,45865,GOP
12331,2441,14933,GOP
5190,1261,6557,GOP
9205,2559,11905,GOP
19584,4529,24492,GOP
14438,5514,20260,GOP
5952,1412,7584,GOP
10604,2202,12945,GOP
2733,735,3506,GOP
12162,2533,14859,GOP
17883,5705,24282,GOP
4673,1382,6114,GOP
25168,6728,32279,GOP
100218,199703,309658,DEM
4229,904,5241,GOP
6672,1750,8513,GOP
17643,6106,24323,GOP
11768,3158,15079,GOP
15690,7027,22984,GOP
7441,1214,8729,GOP
13987,4864,19132,GOP
16259,5771,22335,GOP
9784,3298,13203,GOP
8565,1467,10134,GOP
22259,5199,28087,GOP
4802,988,5855,GOP
18811,5500,24631,GOP
92108,75522,171113,GOP
2372,362,2744,GOP
5760,4180,10063,GOP
9559,1775,11538,GOP
20405,4083,24824,GOP
3343,4012,7439,DEM
9797,2092,12020,GOP
11239,3548,15047,GOP
7577,2130,9832,GOP
2718,871,3686,GOP
6120,2017,8236,GOP
4118,1135,5323,GOP
18651,4654,23616,GOP
6468,1246,7801,GOP
124540,91422,220556,GOP
1492,526,2034,GOP
5674,3193,8965,GOP
15334,3195,18718,GOP
4474,1072,5609,GOP
12281,2919,15608,GOP
21713,6948,29347,GOP
18198,4361,22844,GOP
9093,1943,11275,GOP
8096,1307,9487,GOP
23943,18390,42950,GOP
9911,3177,13256,GOP
11043,3605,14878,GOP
31464,14418,46657,GOP
4467,1008,5532,GOP
16783,3764,20797,GOP
42187,32472,76758,GOP
2888,573,3539,GOP
6930,1167,8228,GOP
10790,2589,13521,GOP
7918,2033,10037,GOP
2775,615,3428,GOP
2381,525,2931,GOP
6792,1492,8360,GOP
23759,9185,33593,GOP
11050,2369,13637,GOP
19230,6043,25917,GOP
24536,8692,33717,GOP
81480,59341,143878,GOP
8004,986,9052,GOP
5855,1298,7252,GOP
33783,8721,43535,GOP
129815,246105,382055,DEM
7136,1802,9051,GOP
4950,1232,6296,GOP
55860,17272,74357,GOP
63454,27680,92630,GOP
20070,6837,27308,GOP
2936,1012,3998,GOP
6599,1615,8307,GOP
6803,1249,8123,GOP
2342,544,2921,GOP
11850,3924,16009,GOP
40444,18638,60203,GOP
5795,820,6669,GOP
10396,3020,13735,GOP
9606,2143,11895,GOP
86469,50161,139016,GOP
50296,22254,74330,GOP
15110,3955,19227,GOP
4943,850,5863,GOP
25076,9143,34574,GOP
9239,2916,12290,GOP
4300,446,4796,GOP
1035,75,1112,GOP
12039,5876,18118,GOP
11447,2951,14554,GOP
1434,409,1860,GOP
10057,2505,12715,GOP
20516,15474,36665,GOP
1494,183,1702,GOP
6006,3288,9420,GOP
67893,57014,127375,GOP
308618,448452,768952,DEM
5443,1911,7441,GOP
397,16,416,GOP
7469,1561,9126,GOP
27116,10747,38261,GOP
90433,62228,154984,GOP
47530,35349,85061,GOP
2461,2258,4822,GOP
639,78,725,GOP
998,1470,2484,DEM
13698,2107,15969,GOP
6743,1788,8609,GOP
18767,5639,24717,GOP
8031,6672,14973,GOP
5641,2148,7856,GOP
6012,734,6832,GOP
49032,64063,114174,DEM
3626,1394,5060,GOP
2779,297,3122,GOP
11033,2795,13927,GOP
1602,466,2083,GOP
17353,3997,21652,GOP
15101,4210,19508,GOP
1943,310,2279,GOP
5069,614,5741,GOP
809,177,1000,GOP
1586,178,1779,GOP
3641,451,4124,GOP
252318,230945,492216,GOP
1048,155,1218,GOP
7472,2420,9975,GOP
62740,24826,88863,GOP
5177,853,6086,GOP
1058,197,1268,GOP
15596,3210,18988,GOP
15438,7565,23490,GOP
540,113,662,GOP
1247,241,1503,GOP
1220,344,1574,GOP
1396,527,1953,GOP
415,438,864,DEM
1389,197,1609,GOP
307076,598576,921638,DEM
2951,808,3789,GOP
3294,1264,4610,GOP
2162,403,2592,GOP
222480,188695,417964,GOP
6567,1494,8118,GOP
853,130,988,GOP
1384,2264,3666,DEM
1438,198,1648,GOP
2443,2575,5053,DEM
7237,983,8292,GOP
32697,11367,44581,GOP
893,168,1066,GOP
56717,27565,85493,GOP
84331,178126,267215,DEM
13684,2916,16853,GOP
4177,1899,6133,GOP
12171,2655,15004,GOP
10171,2661,12941,GOP
1448,352,1826,GOP
1584,438,2039,GOP
445,99,551,GOP
157718,195552,357514,DEM
4161,804,5009,GOP
6991,1635,8711,GOP
2823,2422,5279,GOP
5355,576,5995,GOP
93911,58842,155060,GOP
1413,231,1653,GOP
12514,3176,15846,GOP
611,39,653,GOP
3085,877,3988,GOP
5627,1948,7647,GOP
6840,829,7782,GOP
44163,14506,59439,GOP
32493,14796,47982,GOP
9432,2833,12413,GOP
47553,28805,77592,GOP
7177,2279,9584,GOP
995,168,1168,GOP
3616,641,4349,GOP
1849,166,2047,GOP
1330,241,1580,GOP
23858,3474,27635,GOP
700630,918193,1640818,DEM
21466,7908,29710,GOP
1868,195,2078,GOP
1840,353,2214,GOP
47680,59524,109357,DEM
1486,206,1720,GOP
28911,7060,36310,GOP
90527,128199,220884,DEM
11926,2860,14931,GOP
6536,1482,8095,GOP
26496,5648,32541,GOP
12719,3046,15939,GOP
7060,2314,9437,GOP
8054,2069,10240,GOP
779,371,1165,GOP
29163,8906,38574,GOP
7681,965,8771,GOP
759,120,889,GOP
3418,331,3782,GOP
5231,1033,6340,GOP
12542,2954,15608,GOP
784,501,1305,GOP
47570,46073,94739,GOP
833,1197,2036,DEM
7453,6119,13669,GOP
54628,16464,72005,GOP
5660,999,6741,GOP
3968,1234,5249,GOP
37624,18405,56703,GOP
20083,6020,26438,GOP
127,65,194,GOP
411,47,462,GOP
20879,6524,27745,GOP
1987,284,2292,GOP
151,8,159,GOP
1144,446,1603,GOP
5504,5314,10944,GOP
1180,265,1456,GOP
16760,4458,21418,GOP
3521,840,4408,GOP
8086,2144,10399,GOP
1335,1052,2406,GOP
8804,1333,10197,GOP
6255,1750,8086,GOP
7523,1072,8674,GOP
23302,5785,29334,GOP
6789,2213,9095,GOP
1205,131,1353,GOP
4199,819,5054,GOP
10079,2465,12660,GOP
60,4,66,GOP
78861,40017,120771,GOP
1853,428,2293,GOP
2904,490,3436,GOP
59543,36688,97771,GOP
460,53,516,GOP
4169,1088,5297,GOP
3470,1339,4864,GOP
1857,288,2160,GOP
1991,457,2474,GOP
9845,3733,13726,GOP
6881,8332,15346,DEM
15642,6773,22644,GOP
823,197,1028,GOP
45624,12329,58856,GOP
7984,2496,10576,GOP
2217,271,2505,GOP
2170,397,2579,GOP
8615,1097,9814,GOP
193382,74377,271451,GOP
4359,1062,5508,GOP
3872,1669,5587,GOP
604,46,652,GOP
17378,9000,26763,GOP
13800,5101,19121,GOP
4882,1173,6094,GOP
4131,1162,5356,GOP
64617,60925,127314,GOP
2812,302,3156,GOP
917,81,1009,GOP
29186,6357,35994,GOP
10179,2178,12485,GOP
9326,2057,11451,GOP
62045,13017,76128,GOP
2135,488,2650,GOP
3215,1382,4668,GOP
18573,5387,24181,GOP
22820,9921,33321,GOP
721,1463,2217,DEM
5155,842,6053,GOP
50796,12802,64674,GOP
942,172,1124,GOP
1643,320,1982,GOP
4517,1246,5806,GOP
2254,1395,3687,GOP
2210,1108,3366,GOP
529,17,550,GOP
5646,2374,8099,GOP
36726,16412,53891,GOP
3807,552,4409,GOP
16534,4629,21368,GOP
4784,669,5487,GOP
3007,980,4002,GOP
10161,2337,12638,GOP
16516,8988,25888,GOP
2308,287,2602,GOP
940,211,1159,GOP
4983,818,5869,GOP
1484,130,1628,GOP
7975,2068,10084,GOP
886,91,991,GOP
69080,29615,100075,GOP
4105,768,4947,GOP
8247,9123,17525,DEM
3385,397,3800,GOP
584,51,639,GOP
615,116,736,GOP
1222,322,1557,GOP
1845,478,2355,GOP
409741,411567,834697,DEM
39547,14588,55112,GOP
334,119,458,GOP
2812,757,3612,GOP
806,82,899,GOP
7570,2856,10539,GOP
32313,12239,45210,GOP
161337,435860,610349,DEM
5579,1323,6938,GOP
8194,1403,9660,GOP
15809,2877,18887,GOP
1178,170,1368,GOP
6174,4073,10342,GOP
8284,6771,15272,GOP
22270,3516,25994,GOP
23358,10380,34188,GOP
15375,7884,23612,GOP
14260,8191,22734,GOP
3241,764,4060,GOP
12959,4261,17418,GOP
25898,41820,68397,DEM
11926,4694,16761,GOP
2159,168,2337,GOP
32069,13161,46030,GOP
3524,956,4524,GOP
2441,3108,5549,DEM
139729,143795,289312,DEM
18463,6350,25013,GOP
1753,358,2126,GOP
27032,4973,32362,GOP
19049,3509,22779,GOP
2174,420,2631,GOP
7110,1034,8239,GOP
2033,1826,3874,GOP
1490,2864,4379,DEM
2695,357,3100,GOP
21548,4473,27027,GOP
38032,16650,57571,GOP
6693,2392,9369,GOP
496,111,619,GOP
104135,57411,169895,GOP
7513,843,8524,GOP
4207,572,4865,GOP
2158,514,2732,GOP
2248,2806,5185,DEM
18989,4892,24890,GOP
5087,645,5866,GOP
2998,1083,4180,GOP
5404,624,6160,GOP
5181,1086,6512,GOP
773,86,871,GOP
1157,180,1363,GOP
230174,289906,541175,DEM
3535,3113,6878,GOP
10459,1794,12631,GOP
9052,1084,10363,GOP
10252,15244,26088,DEM
21014,8943,31518,GOP
13261,1663,15307,GOP
192812,76033,284480,GOP
10795,6187,17581,GOP
67294,20530,90476,GOP
1229,365,1621,GOP
65949,40695,111442,GOP
6292,14967,22022,DEM
7114,12705,20462,DEM
6551,9011,16169,DEM
21017,74961,98915,DEM
1773,1405,3288,GOP
11274,13611,25830,DEM
1810,2905,4851,DEM
4163,10240,14915,DEM
6187,10304,17122,DEM
6512,7147,14096,DEM
14672,18230,33970,DEM
8928,25191,35307,DEM
6440,18767,26035,DEM
9971,23376,34446,DEM
9172,7578,16962,GOP
20804,42466,64657,DEM
5859,2243,8203,GOP
5390,2411,7893,GOP
11041,5672,17005,GOP
6702,2418,9268,GOP
22318,105344,130699,DEM
30714,10840,42278,GOP
1834,646,2501,GOP
35600,12176,48669,GOP
2903,532,3479,GOP
15099,5700,21120,GOP
3357,4552,7948,DEM
8311,1587,9953,GOP
4544,3471,8126,GOP
21245,8070,29892,GOP
8336,7657,16288,GOP
12659,2842,15651,GOP
1761,2624,4441,DEM
3815,2317,6191,GOP
93326,106935,203884,DEM
5192,3920,9337,GOP
2536,587,3169,GOP
16012,10617,27116,GOP
3019,2227,5310,GOP
5748,1503,7303,GOP
8695,6224,15092,GOP
3075,3038,6178,GOP
168401,419943,600823,DEM
25106,17565,43661,GOP
6225,3004,9408,GOP
8155,7414,15840,GOP
20895,8381,29702,GOP
30558,17207,48703,GOP
6876,2156,9176,GOP
14875,6964,22282,GOP
9966,6685,16950,GOP
6529,1535,8131,GOP
6866,4163,11311,GOP
1914,2627,4574,DEM
10418,7666,18248,GOP
44318,25307,70967,GOP
63440,116572,183152,DEM
16725,9127,26105,GOP
1092,417,1533,GOP
13707,9399,23456,GOP
23153,25553,49622,DEM
2450,1590,4115,GOP
8446,5404,14224,GOP
7320,3260,10736,GOP
3697,3368,7152,GOP
8365,1489,9946,GOP
82088,138372,224862,DEM
13294,8269,21915,GOP
3537,2418,6000,GOP
5300,2698,8129,GOP
3901,1825,5826,GOP
9266,6803,16204,GOP
4196,2491,6785,GOP
20629,23218,45037,DEM
4812,4327,9316,GOP
9631,4621,14463,GOP
2955,3667,6732,DEM
4485,3252,7815,GOP
4027,2971,7078,GOP
12426,7995,20742,GOP
9345,3007,12514,GOP
7485,1954,9534,GOP
23751,10115,34227,GOP
14055,5320,19730,GOP
4434,4973,9574,DEM
10103,7103,17432,GOP
81222,142863,228056,DEM
12127,4925,17376,GOP
2812,2096,4978,GOP
2547,1513,4102,GOP
34268,21801,57184,GOP
8088,4086,12373,GOP
30349,12644,43811,GOP
10879,2373,13386,GOP
9063,1692,10869,GOP
16463,6836,23684,GOP
10963,3008,14136,GOP
5730,3969,9786,GOP
39411,34307,75317,GOP
37636,40245,79625,DEM
2025,2397,4471,DEM
2219,2827,5088,DEM
16731,3205,20134,GOP
14069,6603,21147,GOP
21679,6617,28685,GOP
5318,4501,9933,GOP
13366,3110,16615,GOP
11733,3143,15072,GOP
20241,17683,38787,GOP
14544,66240,82508,DEM
5347,2313,7806,GOP
1863,825,2776,GOP
3094,20696,24205,DEM
58180,66377,127108,DEM
6007,2972,9146,GOP
1580,964,2603,GOP
7428,11710,19389,DEM
754,1612,2381,DEM
4007,9174,13483,DEM
1490,7146,8819,DEM
1487,2525,4058,DEM
4037,8517,12862,DEM
1838,777,2638,GOP
18430,46220,65901,DEM
5591,11022,17086,DEM
4020,5430,9608,DEM
906,1791,2762,DEM
17097,18048,36363,DEM
6256,10356,16968,DEM
1979,3992,6087,DEM
2165,3766,6013,DEM
26377,53099,81203,DEM
23443,64440,89881,DEM
1109,464,1601,GOP
1584,12389,14118,DEM
5605,2054,7857,GOP
12755,30948,44582,DEM
2786,3358,6320,DEM
16603,92175,111159,DEM
15607,26773,43323,DEM
7683,5148,13051,GOP
5695,6981,12990,DEM
20082,28676,49642,DEM
105087,117393,227561,DEM
5507,4961,10717,GOP
1963,4790,6883,DEM
5221,6610,12106,DEM
3907,1814,5862,GOP
7319,4250,11951,GOP
60365,38706,103033,GOP
22746,19349,43306,GOP
23062,24721,49264,DEM
126303,140324,275403,DEM
1754,668,2495,GOP
34424,23938,60280,GOP
12955,7811,21308,GOP
2771,1486,4367,GOP
18039,13340,32404,GOP
1069,366,1489,GOP
24764,11819,37680,GOP
19877,17354,38441,GOP
22746,29213,53925,DEM
6931,17204,24792,DEM
269167,907310,1210507,DEM
61563,90277,158672,DEM
14105,11421,26364,GOP
7237,5959,13560,GOP
29391,14520,45309,GOP
5150,1713,7033,GOP
18710,17269,37303,GOP
11840,8900,21282,GOP
6953,6794,14064,GOP
5728,2593,8553,GOP
197730,249506,464081,DEM
3057,9725,13197,DEM
32762,38252,73423,DEM
3885,3192,7312,GOP
166428,256728,438796,DEM
148576,135765,295430,GOP
19808,7839,28430,GOP
65277,96608,168134,DEM
1741,1165,2981,GOP
16400,13690,31261,GOP
50489,83660,138620,DEM
9067,11184,21126,DEM
50555,43179,96193,GOP
5116,1457,6677,GOP
33279,17186,51535,GOP
6816,2041,9012,GOP
4120,1457,5664,GOP
7545,2947,10656,GOP
21721,14994,37360,GOP
2364,568,2971,GOP
2679,641,3365,GOP
2619,435,3101,GOP
11580,5063,16862,GOP
2012,599,2662,GOP
4871,607,5509,GOP
10925,4655,15850,GOP
8033,1939,10086,GOP
9806,3790,13800,GOP
4859,1381,6331,GOP
20683,9215,30465,GOP
10093,3207,13508,GOP
15033,12127,27703,GOP
46398,34344,82244,GOP
5782,1538,7457,GOP
6012,1711,7830,GOP
10534,2333,13026,GOP
5148,1333,6527,GOP
16300,8901,25794,GOP
10435,3455,14080,GOP
8491,2526,11203,GOP
19237,5556,25134,GOP
10040,2660,12872,GOP
8544,1397,10022,GOP
20803,20282,42072,GOP
5068,1345,6490,GOP
6537,1998,8695,GOP
8279,2226,10630,GOP
12354,7223,19898,GOP
2782,820,3659,GOP
2742,699,3491,GOP
2895,1047,4008,GOP
11190,3163,14572,GOP
20034,7878,28501,GOP
24673,7982,33106,GOP
8673,3362,12200,GOP
3649,586,4283,GOP
4213,1455,5763,GOP
4074,1448,5585,GOP
5477,1796,7383,GOP
2841,938,3844,GOP
3226,631,3922,GOP
7771,2256,10221,GOP
12585,4088,16947,GOP
2759,610,3402,GOP
4993,1539,6667,GOP
2134,466,2653,GOP
27202,10926,38762,GOP
7353,1157,8592,GOP
7362,4329,11818,GOP
3841,4801,8757,DEM
15803,9194,25346,GOP
4617,6147,10880,DEM
75871,65511,144017,GOP
4834,2860,7816,GOP
6462,3569,10141,GOP
18156,12116,30774,GOP
21317,13983,35938,GOP
10002,4524,14898,GOP
16927,16410,33869,GOP
4620,3953,8695,GOP
78800,260185,344791,DEM
31355,16356,48436,GOP
9752,10044,20117,DEM
10923,13218,24677,DEM
13173,9897,23524,GOP
25341,31620,58275,DEM
2133,781,2940,GOP
35754,20588,57251,GOP
3285,1721,5053,GOP
14142,10998,25608,GOP
10169,10851,21406,DEM
7168,3344,10671,GOP
5909,7828,13992,DEM
2438,1533,4010,GOP
5791,4256,10184,GOP
27208,19904,47979,GOP
8749,4746,13709,GOP
44972,42193,88738,GOP
7927,3976,12095,GOP
28684,37846,67884,DEM
4821,3647,8555,GOP
7330,3704,11165,GOP
10017,6261,16497,GOP
27218,16818,44829,GOP
44624,30808,76751,GOP
15304,7366,22979,GOP
5719,3239,9065,GOP
278,1303,1590,DEM
134357,317270,458971,DEM
13775,8433,22611,GOP
16226,6715,23215,GOP
13671,10105,24159,GOP
58385,47667,108022,GOP
33912,26517,61486,GOP
2584,1489,4144,GOP
12815,9796,23317,GOP
16611,9370,26371,GOP
19299,20428,40603,DEM
5394,3032,8546,GOP
54479,50159,106451,GOP
4871,3995,9014,GOP
37138,46658,85360,DEM
5257,2517,7886,GOP
32199,23190,56707,GOP
17493,18108,36203,DEM
5909,4498,10510,GOP
15173,7131,22615,GOP
37609,27101,66011,GOP
7657,2693,10686,GOP
8833,6285,15380,GOP
8218,7457,15923,GOP
9261,5903,15369,GOP
33851,22789,57600,GOP
6334,3867,10378,GOP
60237,26650,88070,GOP
159649,103906,267996,GOP
18952,9703,29130,GOP
9016,4388,13568,GOP
47796,44060,94032,GOP
24308,16365,41298,GOP
8579,9092,18617,DEM
4806,788,5752,GOP
16975,1935,19566,GOP
5014,1427,6664,GOP
5917,861,6970,GOP
3651,378,4119,GOP
12007,5519,18111,GOP
4878,1203,6241,GOP
1999,482,2577,GOP
3881,897,4914,GOP
27891,15217,44982,GOP
8643,1509,10468,GOP
25271,8530,35202,GOP
1118,155,1308,GOP
12813,3410,16717,GOP
3898,890,4923,GOP
11843,4043,16428,GOP
3957,882,4970,GOP
12229,3823,16603,GOP
4341,9848,14677,DEM
7496,1591,9402,GOP
3245,651,4012,GOP
3107,360,3542,GOP
